bill_uid,state_code,state,identifier,chamber,title,classification,furthest_stage,lifecycle_state,primary_sponsor,primary_sponsor_party,subjects,first_action_date,latest_action_date,source_count,sources,state_population,is_enacted,reached_passed_chamber,days_active,days_since_last_action,primary_topic
CO:2026:HB1159,CO,Colorado,HB 1159,House,Department of Labor &amp; Employment Supplemental,bill,enacted,enacted,,,,,2026-03-12,1,legiscan,5900000,1,1,,116,
CO:2026:HB1160,CO,Colorado,HB 1160,House,Department of Law Supplemental,bill,enacted,enacted,,,,,2026-03-12,1,legiscan,5900000,1,1,,116,
CO:2026:HB1161,CO,Colorado,HB 1161,House,Department of Local Affairs Supplemental,bill,enacted,enacted,,,,,2026-03-12,1,legiscan,5900000,1,1,,116,
CO:2026:HB1162,CO,Colorado,HB 1162,House,Department of Military Affairs Supplemental,bill,enacted,enacted,,,,,2026-03-12,1,legiscan,5900000,1,1,,116,
CO:2026:HB1163,CO,Colorado,HB 1163,House,Department of Natural Resources Supplemental,bill,enacted,enacted,,,,,2026-03-12,1,legiscan,5900000,1,1,,116,
CO:2026:HB1164,CO,Colorado,HB 1164,House,Department of Personnel Supplemental,bill,enacted,enacted,,,,,2026-03-12,1,legiscan,5900000,1,1,,116,
CO:2026:HB1165,CO,Colorado,HB 1165,House,Department of Public Health &amp; Environment Supplemental,bill,enacted,enacted,,,,,2026-03-12,1,legiscan,5900000,1,1,,116,
CO:2026:HB1166,CO,Colorado,HB 1166,House,Department of Public Safety Supplemental,bill,enacted,enacted,,,,,2026-03-12,1,legiscan,5900000,1,1,,116,
CO:2026:HB1167,CO,Colorado,HB 1167,House,Department of Regulatory Agencies Supplemental,bill,enacted,enacted,,,,,2026-03-12,1,legiscan,5900000,1,1,,116,
CO:2026:HB1168,CO,Colorado,HB 1168,House,Department of Revenue Supplemental,bill,enacted,enacted,,,,,2026-03-12,1,legiscan,5900000,1,1,,116,
CO:2026:HB1169,CO,Colorado,HB 1169,House,Department of State Supplemental,bill,enacted,enacted,,,,,2026-03-12,1,legiscan,5900000,1,1,,116,
CO:2026:HB1170,CO,Colorado,HB 1170,House,Department of Transportation Supplemental,bill,enacted,enacted,,,,,2026-03-26,1,legiscan,5900000,1,1,,102,
CO:2026:HB1171,CO,Colorado,HB 1171,House,Department of Treasury Supplemental,bill,enacted,enacted,,,,,2026-03-26,1,legiscan,5900000,1,1,,102,
CO:2026:HB1172,CO,Colorado,HB 1172,House,Capital Construction Supplemental,bill,enacted,enacted,,,,,2026-03-26,1,legiscan,5900000,1,1,,102,
CO:2026:HB1173,CO,Colorado,HB 1173,House,Capital Construction Information Technology,bill,enacted,enacted,,,,,2026-03-26,1,legiscan,5900000,1,1,,102,
CO:2026:HB1174,CO,Colorado,HB 1174,House,School Finance Mid-Year Adjustments,bill,enacted,enacted,,,,,2026-03-26,1,legiscan,5900000,1,1,,102,
CO:2026:HB1175,CO,Colorado,HB 1175,House,State Education Fund Reading to Ensure Academic Development Act &amp; Colorado Teacher of the Year Program,bill,enacted,enacted,,,,,2026-03-26,1,legiscan,5900000,1,1,,102,
CO:2026:HB1176,CO,Colorado,HB 1176,House,Modify Fourth-Year Innovation Pilot Program,bill,enacted,enacted,,,,,2026-03-26,1,legiscan,5900000,1,1,,102,
CO:2026:HB1177,CO,Colorado,HB 1177,House,End Nursing Provider Wage Enhancement Payments,bill,enacted,enacted,,,,,2026-02-27,1,legiscan,5900000,1,1,,129,
CO:2026:HB1178,CO,Colorado,HB 1178,House,Expenditures in Excess of Appropriations,bill,enacted,enacted,,,,,2026-03-26,1,legiscan,5900000,1,1,,102,
CO:2026:HB1179,CO,Colorado,HB 1179,House,General Fund Transfer to Information Technology Capital Account,bill,enacted,enacted,,,,,2026-03-26,1,legiscan,5900000,1,1,,102,
CO:2026:HB1180,CO,Colorado,HB 1180,House,Sunset Business Intelligence Center Advisory Board,bill,enacted,enacted,,,,,2026-04-13,1,legiscan,5900000,1,1,,84,
CO:2026:HB1181,CO,Colorado,HB 1181,House,Sunset Barber &amp; Cosmetologist Act,bill,enacted,enacted,,,,,2026-06-03,1,legiscan,5900000,1,1,,33,
CO:2026:HB1182,CO,Colorado,HB 1182,House,Sunset Veterinary Pharmaceutical Advisory Committee,bill,enacted,enacted,,,,,2026-03-26,1,legiscan,5900000,1,1,,102,
CO:2026:HB1183,CO,Colorado,HB 1183,House,Sunset Pet Animal Care &amp; Facilities Act,bill,enacted,enacted,,,,,2026-05-28,1,legiscan,5900000,1,1,,39,
CO:2026:HB1184,CO,Colorado,HB 1184,House,Sunset Process Forest Health Council,bill,enacted,enacted,,,,,2026-06-03,1,legiscan,5900000,1,1,,33,
CO:2026:HB1185,CO,Colorado,HB 1185,House,Sunset Cold Case Task Force,bill,enacted,enacted,,,,,2026-04-13,1,legiscan,5900000,1,1,,84,
CO:2026:HB1186,CO,Colorado,HB 1186,House,Sunset Regulation of Cash-Bonding Agents,bill,enacted,enacted,,,,,2026-05-04,1,legiscan,5900000,1,1,,63,
CO:2026:HB1187,CO,Colorado,HB 1187,House,Sunset Fire Suppression Programs,bill,enacted,enacted,K. Nguyen,,State Government,2026-02-09,2026-06-03,2,"legiscan,openstates",5900000,1,1,114.0,33,State Government
CO:2026:HB1188,CO,Colorado,HB 1188,House,Sunset Process Securities Regulation,bill,enacted,enacted,,,,,2026-05-29,1,legiscan,5900000,1,1,,38,
CO:2026:HB1189,CO,Colorado,HB 1189,House,Uniform Community Property Disposition Death Act,bill,enacted,enacted,,,,,2026-04-13,1,legiscan,5900000,1,1,,84,
CO:2026:HB1190,CO,Colorado,HB 1190,House,Alcohol Beverage Manufacturer Sales,bill,in_committee,dead,,,,,2026-03-26,1,legiscan,5900000,0,0,,102,
CO:2026:HB1191,CO,Colorado,HB 1191,House,Examination of School District Records,bill,enacted,enacted,,,,,2026-04-13,1,legiscan,5900000,1,1,,84,
CO:2026:HB1192,CO,Colorado,HB 1192,House,Homeless Prevention Activities Program Restructure,bill,enacted,enacted,,,,,2026-04-13,1,legiscan,5900000,1,1,,84,
CO:2026:HB1193,CO,Colorado,HB 1193,House,Vision Tests for Pre-Kindergarten Students,bill,enacted,enacted,M. Lindsay,,Education & School Finance (Pre & K-12),2026-02-10,2026-06-03,2,"legiscan,openstates",5900000,1,1,113.0,33,Education & School Finance (Pre & K-12)
CO:2026:HB1194,CO,Colorado,HB 1194,House,Sunset Combative Sports Office &amp; Commission,bill,enacted,enacted,C. Barron,,Business & Economic Development|Professions & Occupations,2026-02-11,2026-06-03,2,"legiscan,openstates",5900000,1,1,112.0,33,Business & Economic Development
CO:2026:HB1195,CO,Colorado,HB 1195,House,Psychotherapy Artificial Intelligence Restrictions,bill,enacted,enacted,J. Mabrey,,Business & Economic Development|Professions & Occupations,2026-02-11,2026-06-03,2,"legiscan,openstates",5900000,1,1,112.0,33,Business & Economic Development
CO:2026:HB1196,CO,Colorado,HB 1196,House,Tenant Data Information,bill,enacted,enacted,,,,,2026-06-02,1,legiscan,5900000,1,1,,34,
CO:2026:HB1197,CO,Colorado,HB 1197,House,Sunset Water Vessel Registration Program,bill,enacted,enacted,,,,,2026-05-29,1,legiscan,5900000,1,1,,38,
CO:2026:HB1198,CO,Colorado,HB 1198,House,Access to Veterinary Care,bill,enacted,enacted,,,,,2026-04-29,1,legiscan,5900000,1,1,,68,
CO:2026:HB1199,CO,Colorado,HB 1199,House,Replacement of Stolen Catalytic Converters,bill,in_committee,dead,,,,,2026-05-14,1,legiscan,5900000,0,0,,53,
CO:2026:HB1200,CO,Colorado,HB 1200,House,Armed Services Member Motor Vehicle Taxes &amp; Fees,bill,enacted,enacted,,,,,2026-04-20,1,legiscan,5900000,1,1,,77,
CO:2026:HB1201,CO,Colorado,HB 1201,House,Homeowners' Preferred Language Notice to Homeowners' Association,bill,in_committee,dead,,,,,2026-02-25,1,legiscan,5900000,0,0,,131,
CO:2026:HB1202,CO,Colorado,HB 1202,House,Strategy to Reduce &amp; Prevent Homelessness,bill,enacted,enacted,,,,,2026-06-02,1,legiscan,5900000,1,1,,34,
CO:2026:HB1203,CO,Colorado,HB 1203,House,Modification of County Commissioner Elections,bill,in_committee,dead,,,,,2026-04-21,1,legiscan,5900000,0,0,,76,
CO:2026:HB1204,CO,Colorado,HB 1204,House,Senior Cooperative Housing Authority Projects,bill,in_committee,dead,,,,,2026-05-14,1,legiscan,5900000,0,0,,53,
CO:2026:HB1205,CO,Colorado,HB 1205,House,Colorado State Forest Service Good Neighbor Authority,bill,enacted,enacted,,,,,2026-04-13,1,legiscan,5900000,1,1,,84,
CO:2026:HB1206,CO,Colorado,HB 1206,House,Improved Funding to Support Development,bill,passed_chamber,active,,,,,2026-05-13,1,legiscan,5900000,0,1,,54,
CO:2026:HB1207,CO,Colorado,HB 1207,House,Disclosure of Demographic Workforce Data,bill,enacted,enacted,J. Bacon,,Business & Economic Development|Labor & Employment,2026-02-12,2026-06-04,2,"legiscan,openstates",5900000,1,1,112.0,32,Business & Economic Development
CO:2026:HB1208,CO,Colorado,HB 1208,House,Sunset Compliance Advisory Panel Air Pollution,bill,enacted,enacted,,,,,2026-05-04,1,legiscan,5900000,1,1,,63,
CO:2026:HB1209,CO,Colorado,HB 1209,House,Temporary Decrease Statutory Property Tax Revenue Limits,bill,in_committee,dead,,,,,2026-03-10,1,legiscan,5900000,0,0,,118,
CO:2026:HB1210,CO,Colorado,HB 1210,House,Prohibit Surveillance Price &amp; Wage Setting,bill,passed_chamber,dead,J. Bacon,,Business & Economic Development|Insurance|Labor & Employment|Professions & Occupations,2026-02-13,2026-06-02,2,"legiscan,openstates",5900000,0,1,109.0,34,Business & Economic Development
CO:2026:HB1211,CO,Colorado,HB 1211,House,Regulation of Broadband Services,bill,in_committee,dead,,,,,2026-03-11,1,legiscan,5900000,0,0,,117,
CO:2026:HB1212,CO,Colorado,HB 1212,House,Constitutional Carry of Handgun,bill,in_committee,dead,,,,,2026-04-07,1,legiscan,5900000,0,0,,90,
CO:2026:HB1213,CO,Colorado,HB 1213,House,Sunset Biomass Utilization Grant Program,bill,enacted,enacted,,,,,2026-06-03,1,legiscan,5900000,1,1,,33,
CO:2026:HB1214,CO,Colorado,HB 1214,House,Sunset Substance Abuse Treatment Program Licensing,bill,enacted,enacted,,,,,2026-05-29,1,legiscan,5900000,1,1,,38,
CO:2026:HB1215,CO,Colorado,HB 1215,House,Technical Revision Online Marketplaces Requirement,bill,enacted,enacted,,,,,2026-05-05,1,legiscan,5900000,1,1,,62,
CO:2026:HB1216,CO,Colorado,HB 1216,House,Correcting Defects in Statutes Administered by Department of Revenue,bill,enacted,enacted,,,,,2026-05-05,1,legiscan,5900000,1,1,,62,
CO:2026:HB1217,CO,Colorado,HB 1217,House,Correct Child Support Guidelines Statutory Cites,bill,enacted,enacted,,,,,2026-05-05,1,legiscan,5900000,1,1,,62,
CO:2026:HB1218,CO,Colorado,HB 1218,House,Clarifying Validity of Common Law Marriage,bill,enacted,enacted,,,,,2026-05-05,1,legiscan,5900000,1,1,,62,
CO:2026:HB1219,CO,Colorado,HB 1219,House,Battery Assessment Submission Deadline Change,bill,enacted,enacted,,,,,2026-05-05,1,legiscan,5900000,1,1,,62,
CO:2026:HB1220,CO,Colorado,HB 1220,House,Update Behavioral Health License Terminology,bill,enacted,enacted,,,,,2026-05-05,1,legiscan,5900000,1,1,,62,
CO:2026:HB1221,CO,Colorado,HB 1221,House,Tax Expenditure Adjustments,bill,in_committee,dead,,,,,2026-05-11,1,legiscan,5900000,0,0,,56,
CO:2026:HB1222,CO,Colorado,HB 1222,House,Modify Tax Expenditures,bill,in_committee,dead,,,,,2026-05-11,1,legiscan,5900000,0,0,,56,
CO:2026:HB1223,CO,Colorado,HB 1223,House,Modifying Certain Tax Expenditures,bill,enacted,enacted,,,,,2026-05-13,1,legiscan,5900000,1,1,,54,
CO:2026:HB1224,CO,Colorado,HB 1224,House,Protections for Mobile Home Park Residents,bill,enacted,enacted,A. Boesenecker,,Housing,2026-02-18,2026-06-02,2,"legiscan,openstates",5900000,1,1,104.0,34,Housing
CO:2026:HB1225,CO,Colorado,HB 1225,House,Distributed Energy Resources Requirements,bill,enacted,enacted,,,,,2026-06-01,1,legiscan,5900000,1,1,,35,
CO:2026:HB1226,CO,Colorado,HB 1226,House,Manage Emissions from Electric Generating Units,bill,enacted,enacted,,,,,2026-06-04,1,legiscan,5900000,1,1,,32,
CO:2026:HB1227,CO,Colorado,HB 1227,House,Minors' Rights in Dependency &amp; Neglect Proceedings,bill,enacted,enacted,,,,,2026-06-01,1,legiscan,5900000,1,1,,35,
CO:2026:HB1228,CO,Colorado,HB 1228,House,Marriage &amp; Family Therapy Clinical Requirements,bill,enacted,enacted,,,,,2026-05-26,1,legiscan,5900000,1,1,,41,
CO:2026:HB1229,CO,Colorado,HB 1229,House,Supporting the Human-Animal Bond,bill,enacted,enacted,,,,,2026-05-08,1,legiscan,5900000,1,1,,59,
CO:2026:HB1230,CO,Colorado,HB 1230,House,Extend Conservation Easement Tax Credit,bill,enacted,enacted,,,,,2026-06-01,1,legiscan,5900000,1,1,,35,
CO:2026:HB1231,CO,Colorado,HB 1231,House,Physical Therapists Perform Sports Physicals,bill,in_committee,dead,,,,,2026-03-26,1,legiscan,5900000,0,0,,102,
CO:2026:HB1232,CO,Colorado,HB 1232,House,Court Costs Assessed to Juveniles,bill,enacted,enacted,,,,,2026-05-04,1,legiscan,5900000,1,1,,63,
CO:2026:HB1233,CO,Colorado,HB 1233,House,Property Tax Proceedings for Nonresidential Property,bill,enacted,enacted,,,,,2026-06-03,1,legiscan,5900000,1,1,,33,
CO:2026:HB1234,CO,Colorado,HB 1234,House,Access to Records of Child Abuse or Neglect,bill,enacted,enacted,,,,,2026-05-04,1,legiscan,5900000,1,1,,63,
CO:2026:HB1235,CO,Colorado,HB 1235,House,Updates to Medicaid,bill,enacted,enacted,L. Feret,,Civil Law|Health Care & Health Insurance,2026-02-18,2026-06-03,2,"legiscan,openstates",5900000,1,1,105.0,33,Civil Law
CO:2026:HB1236,CO,Colorado,HB 1236,House,Arbitration Reform,bill,passed_chamber,dead,J. Mabrey,,Courts & Judicial,2026-02-18,2026-06-02,2,"legiscan,openstates",5900000,0,1,104.0,34,Courts & Judicial
CO:2026:HB1237,CO,Colorado,HB 1237,House,Transportation Safety Modifications,bill,enacted,enacted,,,,,2026-05-05,1,legiscan,5900000,1,1,,62,
CO:2026:HB1238,CO,Colorado,HB 1238,House,Designating Emergency Medical Services Essential Services,bill,enacted,enacted,,,,,2026-05-05,1,legiscan,5900000,1,1,,62,
CO:2026:HB1239,CO,Colorado,HB 1239,House,County Enforcement Authority,bill,enacted,enacted,,,,,2026-05-29,1,legiscan,5900000,1,1,,38,
CO:2026:HB1240,CO,Colorado,HB 1240,House,State Earned Income Tax Credit Age Limit,bill,in_committee,dead,,,,,2026-05-14,1,legiscan,5900000,0,0,,53,
CO:2026:HB1241,CO,Colorado,HB 1241,House,Carrier to Notify Provider Material Change Contract,bill,in_committee,dead,,,,,2026-04-23,1,legiscan,5900000,0,0,,74,
CO:2026:HB1242,CO,Colorado,HB 1242,House,Interlock Device for Impaired Drivers,bill,enacted,enacted,,,,,2026-05-28,1,legiscan,5900000,1,1,,39,
CO:2026:HB1243,CO,Colorado,HB 1243,House,Department of Public Health and Environment Regulation of Abortion Clinics,bill,in_committee,dead,,,,,2026-03-09,1,legiscan,5900000,0,0,,119,
CO:2026:HB1244,CO,Colorado,HB 1244,House,Department of Public Health and Environment Nursing Home Penalty Fund,bill,enacted,enacted,,,,,2026-05-06,1,legiscan,5900000,1,1,,61,
CO:2026:HB1245,CO,Colorado,HB 1245,House,Theft by Contractor,bill,introduced,active,,,,,2026-04-21,1,legiscan,5900000,0,0,,76,
CO:2026:HB1246,CO,Colorado,HB 1246,House,Consumer-Regulated Electric Utilities,bill,in_committee,dead,,,,,2026-04-30,1,legiscan,5900000,0,0,,67,
CO:2026:HB1247,CO,Colorado,HB 1247,House,Property Insurance Appraisal Clause Claim Disputes,bill,introduced,dead,,,,,2026-04-01,1,legiscan,5900000,0,0,,96,
CO:2026:HB1248,CO,Colorado,HB 1248,House,Oversize Overweight Permitting,bill,in_committee,dead,,,,,2026-03-17,1,legiscan,5900000,0,0,,111,
CO:2026:HB1249,CO,Colorado,HB 1249,House,Medical-Aesthetics Corporation Ownership,bill,in_committee,dead,,,,,2026-03-25,1,legiscan,5900000,0,0,,103,
CO:2026:HB1250,CO,Colorado,HB 1250,House,Procedures Related to Civil Asset Forfeiture,bill,enacted,enacted,J. Bacon,,"Civil Law|Courts & Judicial|Crimes, Corrections, & Enforcement",2026-02-18,2026-06-04,2,"legiscan,openstates",5900000,1,1,106.0,32,Civil Law
CO:2026:HB1251,CO,Colorado,HB 1251,House,Creating Equal Justice License Plate,bill,in_committee,dead,,,,,2026-05-14,1,legiscan,5900000,0,0,,53,
CO:2026:HB1252,CO,Colorado,HB 1252,House,Updates to State Emergency Response Departments &amp; Divisions,bill,enacted,enacted,,,,,2026-06-04,1,legiscan,5900000,1,1,,32,
CO:2026:HB1253,CO,Colorado,HB 1253,House,Disconnection from Statutory Municipality,bill,enacted,enacted,,,,,2026-05-04,1,legiscan,5900000,1,1,,63,
CO:2026:HB1254,CO,Colorado,HB 1254,House,Audit Enforcement,bill,in_committee,dead,,,,,2026-03-12,1,legiscan,5900000,0,0,,116,
CO:2026:HB1255,CO,Colorado,HB 1255,House,Social Media Duty to Report &amp; Search Warrants,bill,passed_chamber,dead,,,,,2026-05-28,1,legiscan,5900000,0,1,,39,
CO:2026:HB1256,CO,Colorado,HB 1256,House,Procedures &amp; Data Individual's Release from Department of Corrections,bill,enacted,enacted,J. Jackson,,"Crimes, Corrections, & Enforcement",2026-02-18,2026-06-03,2,"legiscan,openstates",5900000,1,1,105.0,33,"Crimes, Corrections, & Enforcement"
CO:2026:HB1257,CO,Colorado,HB 1257,House,Local Regulation of Massage Facilities,bill,enacted,enacted,,,,,2026-03-30,1,legiscan,5900000,1,1,,98,
CO:2026:HB1258,CO,Colorado,HB 1258,House,Changes to Practices Relating to Death,bill,enacted,enacted,,,,,2026-06-04,1,legiscan,5900000,1,1,,32,
CO:2026:HB1259,CO,Colorado,HB 1259,House,Department of Early Childhood Clean-Up,bill,enacted,enacted,,,,,2026-05-05,1,legiscan,5900000,1,1,,62,
CO:2026:HB1260,CO,Colorado,HB 1260,House,Updates to Child Care Assistance Programs,bill,enacted,enacted,,,,,2026-05-29,1,legiscan,5900000,1,1,,38,
CO:2026:HB1261,CO,Colorado,HB 1261,House,Motor Vehicle Consumer Protections,bill,in_committee,dead,,,,,2026-03-26,1,legiscan,5900000,0,0,,102,
CO:2026:HB1262,CO,Colorado,HB 1262,House,Patient Access to Compounded Medical Items,bill,enacted,enacted,K. Stewart,,Health Care & Health Insurance|Professions & Occupations,2026-02-19,2026-06-02,2,"legiscan,openstates",5900000,1,1,103.0,34,Health Care & Health Insurance
CO:2026:HB1263,CO,Colorado,HB 1263,House,Conversational Artificial Intelligence Service Operator Requirements,bill,enacted,enacted,,,,,2026-05-29,1,legiscan,5900000,1,1,,38,
CO:2026:HB1264,CO,Colorado,HB 1264,House,Safety Program for Students &amp; Others at Public School,bill,in_committee,dead,,,,,2026-04-23,1,legiscan,5900000,0,0,,74,
CO:2026:HB1265,CO,Colorado,HB 1265,House,Law Enforcement National Electronic Tracing System &amp; Share Program,bill,enacted,enacted,,,,,2026-06-01,1,legiscan,5900000,1,1,,35,
CO:2026:HB1266,CO,Colorado,HB 1266,House,Repeal Retail Delivery Fees,bill,in_committee,dead,,,,,2026-03-10,1,legiscan,5900000,0,0,,118,
CO:2026:HB1267,CO,Colorado,HB 1267,House,Limitations on Collection Actions for Medical Debt,bill,in_committee,dead,,,,,2026-03-31,1,legiscan,5900000,0,0,,97,
CO:2026:HB1268,CO,Colorado,HB 1268,House,Renewable Energy Development on Disturbed Lands,bill,enacted,enacted,,,,,2026-05-27,1,legiscan,5900000,1,1,,40,
CO:2026:HB1269,CO,Colorado,HB 1269,House,Transit Access,bill,enacted,enacted,,,,,2026-05-27,1,legiscan,5900000,1,1,,40,
CO:2026:HB1270,CO,Colorado,HB 1270,House,Ownership of Agricultural Data,bill,in_committee,dead,,,,,2026-03-16,1,legiscan,5900000,0,0,,112,
CO:2026:HB1271,CO,Colorado,HB 1271,House,Alcohol Impact &amp; Recovery Enterprises,bill,in_committee,dead,,,,,2026-03-17,1,legiscan,5900000,0,0,,111,
CO:2026:HB1272,CO,Colorado,HB 1272,House,Extreme Temperatures Worker Protections,bill,enacted,enacted,M. Froelich,,Labor & Employment,2026-02-19,2026-06-04,2,"legiscan,openstates",5900000,1,1,105.0,32,Labor & Employment
CO:2026:HB1273,CO,Colorado,HB 1273,House,Transportation Network Company Maximum Percent Fare Retention,bill,in_committee,dead,,,,,2026-05-12,1,legiscan,5900000,0,0,,55,
CO:2026:HB1274,CO,Colorado,HB 1274,House,State Agency Payments to Grant Recipients,bill,enacted,enacted,M. Duran,,State Government,2026-02-19,2026-06-04,2,"legiscan,openstates",5900000,1,1,105.0,32,State Government
CO:2026:HB1275,CO,Colorado,HB 1275,House,Law Enforcement Identification &amp; Immigration Training Requirements,bill,in_committee,dead,,,,,2026-03-17,1,legiscan,5900000,0,0,,111,
CO:2026:HB1276,CO,Colorado,HB 1276,House,Protect Safety of Individuals Who Are Immigrants,bill,enacted,enacted,L. García,,Immigration,2026-02-19,2026-06-04,2,"legiscan,openstates",5900000,1,1,105.0,32,Immigration
CO:2026:HB1277,CO,Colorado,HB 1277,House,Sunset Kidney Disease Prevention Education Task Force,bill,enacted,enacted,,,,,2026-04-20,1,legiscan,5900000,1,1,,77,
CO:2026:HB1278,CO,Colorado,HB 1278,House,Local Government Approval of Transmission Infrastructure,bill,in_committee,dead,,,,,2026-03-05,1,legiscan,5900000,0,0,,123,
CO:2026:HB1279,CO,Colorado,HB 1279,House,Public Utility Notice to Real Property Owner,bill,in_committee,dead,,,,,2026-03-12,1,legiscan,5900000,0,0,,116,
CO:2026:HB1280,CO,Colorado,HB 1280,House,Sunset Regulation of Hemodialysis Treatment,bill,enacted,enacted,E. Hamrick,,Health Care & Health Insurance|Professions & Occupations|Public Health,2026-02-20,2026-06-03,2,"legiscan,openstates",5900000,1,1,103.0,33,Health Care & Health Insurance
CO:2026:HB1281,CO,Colorado,HB 1281,House,Homicide Criminal Offenses,bill,passed_chamber,active,,,,,2026-05-12,1,legiscan,5900000,0,1,,55,
